,Unnamed: 0,OBJECTID,Agency,State,Unit ID,Unit Name,Fire_Code,Incident Indentifier,Fire Name,Protection_Type,Cause,Owner,Acres,WUI,Size Class,Size_Class_Rank,Date,Month,Day,Year,MONTHST,DAYST,YEARST,Elevation,LatNAD83,LongNAD83,created_user,created_date,last_edited_user,last_edited_date,District,GlobalID,County,Dispatch Unit ID,x,y,PresBurn,FireName,Date_cData
26086,26086,28041,BLM,NV,NVCCD,Carson City District,,,SMITH,,Natural,,20,,C,,7/30/1983 0:00,7,29,1983,,,,6063,39.0166,-119.701,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,f76a1804-347d-4594-94d8-c2eed917e0ff,Douglas,USNVSFC,266152.1868,4322090.159,NO,,
26087,26087,28042,BLM,NV,NVCCD,Carson City District,,,UTOPIAH,,Natural,,2,,B,,7/30/1983 0:00,7,29,1983,,,,5725,39.0832,-119.5843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,db92d286-8d4e-412c-b905-163c0b392a11,Carson City,USNVSFC,276467.5344,4329188.834,NO,,
17065,17065,17394,C&L,NV,NVEFKX,East Fork Fire and Paramedic District,,,EFKX 3,,Undetermined,8,133,,D,4,9/10/2011 0:00,9,10,2011,9,10,2011,5289,38.7311,-119.5367,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3d5e3061-ca73-4353-a411-8b78d6932a3c,Douglas,USNVSFC,279497.9135,4289992.285,NO,,
26089,26089,28044,BLM,NV,NVCCD,Carson City District,,,DRY VALLEY,,Natural,,1760,,F,,7/30/1983 0:00,7,29,1983,,,,5784,39.9166,-119.9177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,f9f96cf2-6409-4024-af2a-561597f6c1fc,Washoe,USNVSFC,250624.0348,4422576.957,NO,,
18943,18943,19277,BLM,NV,NVCCD,Carson City District,G5D4,,DEEP,,Natural,1,131.6077472,,D,4,8/8/2012 0:00,8,8,2012,8,8,2012,5016,39.6267,-119.8644,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,301a0b80-7ab4-4813-a084-fd73d75a2648,Washoe,USNVSFC,254150.1536,4390247.146,NO,,
26092,26092,28047,BLM,NV,NVCCD,Carson City District,,,SPARKS,,Natural,,11532,,G,,7/30/1983 0:00,7,29,1983,,,,4967,39.5332,-119.651,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,df26bd87-bb91-4f2e-9dff-5f92f1a83f53,Washoe,USNVSFC,272162.5212,4379305.438,NO,,
26093,26093,28048,BLM,NV,NVCCD,Carson City District,,,GRANITE,,Natural,,3,,B,,7/30/1983 0:00,7,29,1983,,,,4941,39.8666,-119.9177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,beacae3c-45a3-4d4e-8cb3-05058b6fbb84,Washoe,USNVSFC,250442.596,4417026.261,NO,,
26094,26094,28049,BLM,NV,NVCCD,Carson City District,,,WILDCAT,,Natural,,1612,,F,,7/31/1983 0:00,7,30,1983,,,,6654,40.0332,-119.8677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,71e25c74-c117-4a24-b327-070ae1c8a196,Washoe,USNVSFC,255314.7548,4435382.634,NO,,
26095,26095,28050,BLM,NV,NVCCD,Carson City District,,,NAT OUT 1,,Undetermined,,5,,B,,7/31/1983 0:00,7,30,1983,,,,5259,39.9832,-119.951,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,87dd3f9c-77bd-4fe3-8ce3-2bfed9f1934a,Washoe,USNVSFC,248022.1764,4430064.208,NO,,
26096,26096,28051,BLM,NV,NVCCD,Carson City District,,,HORSE SPR,,Natural,,3,,B,,7/31/1983 0:00,7,30,1983,,,,6611,39.5166,-119.351,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,399bc4ed-c898-4deb-b931-3d2b4f91a43d,Storey,USNVSFC,297900.5188,4376745.931,NO,,
8388,8388,8650,FS,CA,CATNF,Tahoe National Forest,,,MARTIN,,Human,13,131,,D,4,11/2/2004 0:00,11,2,2004,11,2,2004,5085,39.7525,-120.1847222,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,8d9b8a7a-3c2c-4e01-82d9-d420c32b5603,Plumas,USCAGVCC,227148.284,4405139.645,NO,,
26098,26098,28053,BLM,NV,NVCCD,Carson City District,,,CLEAR ACRE,,Human,,30,,C,,8/5/1983 0:00,8,4,1983,,,,5528,39.5666,-119.7677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,b4f32289-ea03-4b6b-897d-cf795c756521,Washoe,USNVSFC,262245.5269,4383315.207,NO,,
26099,26099,28054,BLM,NV,NVCCD,Carson City District,,,CORRAL,,Human,,2,,B,,8/6/1983 0:00,8,5,1983,,,,5577,39.5832,-119.7677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,c7f299ac-15ae-40c0-84dc-448f2523d391,Washoe,USNVSFC,262302.2804,4385157.918,NO,,
26100,26100,28055,BLM,NV,NVCCD,Carson City District,,,TOURMAZINE,,Human,,3,,B,,8/13/1983 0:00,8,12,1983,,,,7080,39.0999,-119.7843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,55043510-da05-4584-88f7-25d95a3f93b2,Douglas,USNVSFC,259222.3977,4331553.949,NO,,
26101,26101,28056,BLM,NV,NVCCD,Carson City District,,,GRANITE 2,,Natural,,1500,,F,,8/13/1983 0:00,8,12,1983,,,,5531,39.8666,-119.8844,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,a1e6a5fc-241e-43c1-bb13-a4b39f48bf0e,Washoe,USNVSFC,253291.2549,4416933.726,NO,,
26102,26102,28057,BLM,NV,NVCCD,Carson City District,,,BEDELL,,Natural,,3000,,F,,8/13/1983 0:00,8,12,1983,,,,5390,39.8499,-119.8177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,78f64027-d260-4892-92ed-9c94349ed6d6,Washoe,USNVSFC,258938.6041,4414897.684,NO,,
26103,26103,28058,BLM,NV,NVCCD,Carson City District,,,7 LAKES 3,,Natural,,4,,B,,8/13/1983 0:00,8,12,1983,,,,5338,39.9166,-119.9677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,ad92051b-8dfe-4413-8c1f-bf269a210d77,Washoe,USNVSFC,246349.8571,4422717.943,NO,,
26105,26105,28060,BLM,NV,NVCCD,Carson City District,,,GRANITE 3,,Natural,,2,,B,,8/13/1983 0:00,8,12,1983,,,,5259,39.8666,-119.9177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,defa8324-6957-467c-8833-78918aa76e0e,Washoe,USNVSFC,250442.596,4417026.261,NO,,
3182,3182,3399,BLM,NV,NVCCD,Carson City District,X667,,PATRICK,,Human,1,130,,D,4,10/25/1997 0:00,10,25,1997,10,25,1997,4961,39.5549,-119.5743,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,8a865317-5c36-4c1b-8a21-b2798175c813,Washoe,USNVSFC,278824.2373,4381522.711,NO,,
5906,5906,6133,BLM,NV,NVWID,Winnemucca District,J379,,COTTONWOOD,,Natural,1,130,,D,4,7/16/1994 0:00,7,16,1994,7,16,1994,6621,40.4999,-119.5744,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Winnemucca District,277d9ca4-4170-49a3-85e7-29cfb2643208,Washoe,USNVCNC,281849.2075,4486427.701,NO,,
26109,26109,28064,BLM,NV,NVCCD,Carson City District,,,HARRYS SPR,,Natural,,7,,B,,8/20/1983 0:00,8,19,1983,,,,5925,39.8999,-119.9844,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,ec7ee98b-119a-438e-bc9b-0a5e400a14d3,Washoe,USNVSFC,244860.2634,4420911.61,NO,,
26112,26112,28067,BLM,NV,NVCCD,Carson City District,,,PERSHING,,Human,,2,,B,,8/25/1983 0:00,8,24,1983,,,,6339,39.2832,-119.7677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,c97417fa-d359-42c5-acdb-391c1089b4a7,Washoe,USNVSFC,261279.7078,4351856.537,NO,,
26115,26115,28070,BLM,NV,NVCCD,Carson City District,,,MOUNDHOUSE,,Human,,2358,,F,,8/27/1983 0:00,8,26,1983,,,,6010,39.1999,-119.7177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,bfc2fa0f-7302-4907-b3ca-742f69e59947,Carson City,USNVSFC,265315.3199,4342479.336,NO,,
26116,26116,28071,BLM,NV,NVCCD,Carson City District,,,CORBETT,,Human,,3,,B,,9/1/1983 0:00,8,31,1983,,,,6886,39.1666,-119.751,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,e2c8cf0b-adca-48c5-9ec7-8fce527a9524,Carson City,USNVSFC,262327.0647,4338869.83,NO,,
26117,26117,28072,BLM,NV,NVCCD,Carson City District,,,SALIMAN,,Human,,2,,B,,9/6/1983 0:00,9,5,1983,,,,5469,39.1499,-119.7177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,d867cff4-bbb6-4297-9be5-4aa591c604bc,Carson City,USNVSFC,265148.9007,4336929.342,NO,,
26118,26118,28073,BLM,NV,NVCCD,Carson City District,,,DODGE,,Human,,2,,B,,9/6/1983 0:00,9,5,1983,,,,5089,39.6666,-119.2843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,b20ae6eb-dd37-4e89-a605-12d0551998d7,Washoe,USNVSFC,304058.1334,4393248.123,NO,,
26119,26119,28074,BLM,NV,NVCCD,Carson City District,,,ORR DITCH,,Human,,50,,C,,9/8/1983 0:00,9,7,1983,,,,5627,39.5666,-119.7344,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,a481ccb9-bb47-4ffd-9e45-cfd8347eeeff,Washoe,USNVSFC,265106.5216,4383227.638,NO,,
26120,26120,28075,BLM,NV,NVCCD,Carson City District,,,PALAMINO,,Human,,3,,B,,9/11/1983 0:00,9,10,1983,,,,5961,38.8832,-119.6843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,0062092d-d6da-486a-b9b6-484bc2ece163,Douglas,USNVSFC,267161.8563,4307240.491,NO,,
26121,26121,28076,BLM,NV,NVCCD,Carson City District,,,SILVER SPR,,Human,,40,,C,,9/13/1983 0:00,9,12,1983,,,,5676,39.4832,-119.2177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,75d75d9a-de1c-41f1-a524-7a8a8862f8b4,Lyon,USNVSFC,309269.2266,4372747.758,NO,,
26124,26124,28079,BLM,NV,NVCCD,Carson City District,,,BIA 2,,Human,,40,,C,,9/15/1983 0:00,9,14,1983,,,,5240,39.8999,-119.651,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,c6ff1f00-d37c-4bcf-86f8-7d4204650326,Washoe,USNVSFC,273366.8725,4420011.629,NO,,
26125,26125,28080,BLM,NV,NVCCD,Carson City District,,,CONASTOGA,,Human,,25,,C,,9/20/1983 0:00,9,19,1983,,,,7654,39.2166,-119.8177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,841ea50e-32aa-40ea-a132-20f10b45b256,Washoe,USNVSFC,256736.1919,4344596.966,NO,,
26127,26127,28082,BLM,NV,NVCCD,Carson City District,,,BEDELL 2,,Natural,,40,,C,,9/26/1983 0:00,9,25,1983,,,,5551,39.8499,-119.8344,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,5a2b11bf-87d6-4682-8cdb-c2d97d0c3d54,Washoe,USNVSFC,257509.6669,4414942.883,NO,,
26129,26129,28084,BLM,NV,NVCCD,Carson City District,,,BIA 2,,Human,,2,,B,,4/17/1984 0:00,4,16,1984,,,,5653,39.6499,-119.2843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,cbaa3921-400d-416a-bffc-a7c83cac601a,Washoe,USNVSFC,304010.9419,4391394.42,NO,,
26130,26130,28085,BLM,NV,NVCCD,Carson City District,,,GOLD CNYN,,Human,,53,,C,,4/24/1984 0:00,4,23,1984,,,,4793,39.2499,-119.601,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,cfcbcc64-dd93-4770-a344-1f234058eedf,Lyon,USNVSFC,275553.7176,4347733.378,NO,,
26131,26131,28086,BLM,NV,NVCCD,Carson City District,,,BIA 3,,Human,,2,,B,,5/10/1984 0:00,5,9,1984,,,,5784,39.6499,-119.2843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,199aee97-c86d-42ea-8d5e-12a442b89b61,Washoe,USNVSFC,304010.9419,4391394.42,NO,,
26132,26132,28087,BLM,NV,NVCCD,Carson City District,,,BEDELL,,Natural,,2031,,F,,5/28/1984 0:00,5,27,1984,,,,5860,39.8832,-119.8677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,59e2bc9c-f011-442f-83af-f7b0389bf828,Washoe,USNVSFC,254779.0384,4418730.533,NO,,
24816,24816,26771,BLM,NV,NVCCD,Carson City District,,,DFW 8,,Undetermined,,130,,D,,7/30/1988 0:00,7,29,1988,,,,6923,38.9832,-119.851,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,7c49125a-a983-4277-a58a-eb06734b138d,Douglas,USNVSFC,253047.076,4318779.259,NO,,
16865,16865,17194,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,GAY1,411,KIOWA,,Human,5,128,,D,4,8/15/2011 0:00,8,15,2011,8,15,2011,5719,39.59,-119.8777778,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3524c158-81fe-4646-b7e6-0bf76bda6bc4,Washoe,USNVSFC,252871.1982,4386209.842,NO,,
9134,9134,9398,BIA,NV,NVCCD,Carson City District,X565,,WNA 17,,Natural,2,125,,D,4,8/4/2000 0:00,8,4,2000,8,4,2000,5761,40.1166,-119.4177,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,21d68456-b884-462e-8739-dcad349c9511,Washoe,USNVSFC,293966.8038,4443500.669,NO,,
26137,26137,28092,BLM,NV,NVCCD,Carson City District,,,PAH PAH,,Natural,,40,,C,,5/29/1984 0:00,5,28,1984,,,,6017,39.5999,-119.601,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,cc80f085-42d6-4302-a466-0f0d917c6871,Washoe,USNVSFC,276674.5321,4386583.915,NO,,
26138,26138,28093,BLM,NV,NVCCD,Carson City District,,,RAWE PK,,Human,,44,,C,,5/30/1984 0:00,5,29,1984,,,,5627,39.1999,-119.5677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,63f8a36b-d33f-411d-b62e-b347626c35f5,Lyon,USNVSFC,278270.2544,4342101.409,NO,,
26140,26140,28095,BLM,NV,NVCCD,Carson City District,,,US NAVAL,,Human,,50,,C,,6/7/1984 0:00,6,6,1984,,,,6263,39.2499,-118.301,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,0b03b64a-5aa3-40c1-8743-6e319116ada4,Churchill,USNVSFC,387739.5377,4345315.33,NO,,
26141,26141,28096,BLM,NV,NVCCD,Carson City District,,,FREDS MT,,Human,,40,,C,,6/9/1984 0:00,6,8,1984,,,,4544,39.8166,-119.8177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,404ab97b-c1d9-4f2e-a147-149885e7efb6,Washoe,USNVSFC,258822.0592,4411201.006,NO,,
26143,26143,28098,BLM,NV,NVCCD,Carson City District,,,TURTLE MTN,,Human,,4,,B,,6/17/1984 0:00,6,16,1984,,,,6332,40.0999,-119.951,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,fd1b30b2-8ed5-4ca4-80a2-aded8842aa15,Washoe,USNVSFC,248451.8463,4443019.848,NO,,
26144,26144,28099,BLM,NV,NVCCD,Carson City District,,,PALOMINO 3,,Human,,12,,C,,6/19/1984 0:00,6,18,1984,,,,6325,39.7832,-119.6677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,14cd0241-7be8-4d0b-8ef6-c4e16d3949c8,Washoe,USNVSFC,271552.2956,4407099.426,NO,,
26145,26145,28100,BLM,NV,NVCCD,Carson City District,,,BIA 4,,Human,,6,,B,,6/20/1984 0:00,6,19,1984,,,,4793,39.7166,-119.3177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,9cc34778-ab0b-415a-8ce2-2f2e6211260f,Washoe,USNVSFC,301336.3321,4398871.674,NO,,
26147,26147,28102,BLM,NV,NVCCD,Carson City District,,,MUSTANG,,Human,,15,,C,,6/21/1984 0:00,6,20,1984,,,,4905,39.5332,-119.601,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,bdea3ab7-cdde-4f6f-ba5d-e1e674089769,Washoe,USNVSFC,276460.2908,4379179.969,NO,,
26150,26150,28105,BLM,NV,NVCCD,Carson City District,,,COLD SPR,,Natural,,25,,C,,6/23/1984 0:00,6,22,1984,,,,6270,39.6999,-119.9844,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,25babb84-fa0b-469c-b1a3-f9e09595f23f,Washoe,USNVSFC,244119.3106,4398708.845,NO,,
26162,26162,28117,BLM,NV,NVCCD,Carson City District,,,MCQUEEN,,Human,,125,,D,,7/2/1984 0:00,7,1,1984,,,,5699,39.5499,-119.8677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,9dd56f2a-e995-4d16-9b4b-853ea54cb142,Washoe,USNVSFC,253594.7172,4381730.724,NO,,
21229,21229,21629,C&L,NV,NVTMFX,Truckee Meadows Fire Protection District,K96K,2017-NVTMFX-030621,Mogul,,Undetermined,,124,,D,4,8/23/2017 0:00,8,23,2017,8,23,2017,4803,39.5165,-119.9143,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,761446df-8e3a-4c89-a0fa-0b120299a303,Washoe,USNVSFC,249469.8426,4378151.808,NO,,
23214,23214,25167,C&L,NV,NVTMFX,Truckee Meadows Fire Protection District,NAQ2,2020-NVTMFX-030475,Rockfarm,,Human,,124,,D,,7/21/2020 0:00,7,21,2020,,,,5646,39.39505564,-119.8232855,,,,,Carson City District,0fcfbd3a-4457-47ac-bbc3-8cd1e2540357,Washoe,USNVSFC,256872.7261,4364421.239,NO,,
17018,17018,17347,BLM,NV,NVCCD,Carson City District,F7LL,,RIFLE,,Human,1,123.2479594,,D,4,7/16/2011 0:00,7,16,2011,7,16,2011,4764,39.1778,-119.6792,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,979ebb89-0303-4784-acb5-5c91a5768716,Carson City,USNVSFC,268567.9151,4339927.199,NO,,
26156,26156,28111,BLM,NV,NVCCD,Carson City District,,,LENIHAN,,Human,,25,,C,,6/26/1984 0:00,6,25,1984,,,,6985,39.2332,-119.6677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,d16da3de-35b0-453a-9e4e-9824aef5c06b,Lyon,USNVSFC,269742.5565,4346047.258,NO,,
26157,26157,28112,BLM,NV,NVCCD,Carson City District,,,BIA 8,,Natural,,5,,B,,6/26/1984 0:00,6,25,1984,,,,4888,39.7332,-119.3343,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,347cf58b-7933-4635-9db4-7f25f8af4788,Washoe,USNVSFC,299961.3082,4400751.242,NO,,
26158,26158,28113,BLM,CA,NVCCD,Carson City District,,,INDIAN,,Human,,1680,,F,,6/28/1984 0:00,6,27,1984,,,,5846,38.7499,-119.8177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,f8e6778b-ac62-49e8-8e6e-8bed9873ee8c,Alpine,USNVSFC,255132.2239,4292793.733,NO,,
26159,26159,28114,BLM,NV,NVCCD,Carson City District,,,WEDEKIND,,Human,,5,,B,,6/28/1984 0:00,6,27,1984,,,,6083,39.5666,-119.751,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,c992bcd8-5160-4aec-959a-b8d83ee35b05,Washoe,USNVSFC,263680.3219,4383271.158,NO,,
26160,26160,28115,BLM,NV,NVCCD,Carson City District,,,TOPAZ RNCH,,Human,,2,,B,,6/29/1984 0:00,6,28,1984,,,,5381,38.7499,-119.4843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,03e3c771-dbfe-4058-a359-774934d2d5b9,Douglas,USNVSFC,284110.0572,4291953.911,NO,,
14105,14105,14406,BLM,NV,NVCCD,Carson City District,DCL9,,WASHOE,,Human,8,120.5326842,,D,4,4/17/2007 0:00,4,17,2007,4,17,2007,5440,39.2511,-119.745,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,e73239d8-f220-4a24-a533-fba3ca0c714c,Washoe,USNVSFC,263129.8034,4348233.688,NO,,
26163,26163,28118,BLM,NV,NVCCD,Carson City District,,,FORT SAGE,,Natural,,2,,B,,7/5/1984 0:00,7,4,1984,,,,5433,39.9832,-119.9677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,711b7c42-f101-4fed-9890-80f2d52945fa,Washoe,USNVSFC,246595.9854,4430111.584,NO,,
21791,21791,22193,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,L0E2,2018-NVHTF-030351,Kiowa,,Human,,120.4139893,,D,4,7/14/2018 0:00,7,14,2018,7,14,2018,6076,39.58255,-119.8795,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,d5fcd5c6-5d36-41bc-93d1-050b950f8854,Washoe,USNVSFC,252696.771,4385387.566,NO,,
127,127,131,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,120,,D,4,9/7/1992 0:00,9,7,1992,9,7,1992,6752,38.67,-119.8316667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,f2b3cba9-291e-4ef2-b85f-dbc341cdc8e6,Alpine,USNVSFC,253643.9292,4283962.696,NO,,
26166,26166,28121,BLM,NV,NVCCD,Carson City District,,,BFDELL 3,,Natural,,4800,,F,,7/5/1984 0:00,7,4,1984,,,,5666,39.8666,-119.9177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,944a332c-2aa0-4c16-9115-0e3038d44571,Washoe,USNVSFC,250442.596,4417026.261,NO,,
3260,3260,3477,BLM,NV,NVCCD,Carson City District,J662,NV-CCD-,FAIRVIEW,,Human,6,120,,D,4,6/14/1999 0:00,6,14,1999,6,14,1999,5443,39.2202,-118.1962,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,cef6fa39-025c-4272-80aa-45fcc32bae61,Churchill,USNVSFC,396739.2463,4341894.503,NO,,
26168,26168,28123,BLM,NV,NVCCD,Carson City District,,,GEIGER 2,,Human,,2,,B,,7/9/1984 0:00,7,8,1984,,,,5627,39.3999,-119.7177,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,9fce8dea-d530-467b-86c6-5ba5f1144183,Washoe,USNVSFC,265982.7882,4364679.681,NO,,
26169,26169,28124,BLM,NV,NVCCD,Carson City District,,,HELMAN,,Human,,2,,B,,7/10/1984 0:00,7,9,1984,,,,4787,38.9166,-119.6843,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,a0b742dd-9377-4f0e-b839-6c635f9e15bd,Douglas,USNVSFC,267271.0034,4310947.73,NO,,
26170,26170,28125,BLM,NV,NVCCD,Carson City District,,,FREDS MT 2,,Natural,,9166,,G,,7/14/1984 0:00,7,13,1984,,,,5541,39.8166,-119.8344,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,cdebe16d-3ef9-4ff2-b371-516a27c72a04,Washoe,USNVSFC,257392.4298,4411246.196,NO,,
8281,8281,8542,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,A235,NV-HTF-2957,I-80,,Human,14,120,,D,4,5/7/2004 0:00,5,7,2004,5,7,2004,5157,39.43222222,-120.0302778,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,4fe5b7ee-0469-4397-9539-e97530e007bf,Nevada,USNVSFC,239183.108,4369125.575,NO,,
26172,26172,28127,BLM,NV,NVCCD,Carson City District,,,WABUSKA 2,,Natural,,8,,B,,7/18/1984 0:00,7,17,1984,,,,6047,39.2166,-119.251,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,162ca3f1-4c27-4cdd-a042-66cca056b96d,Lyon,USNVSFC,305667.507,4343227.623,NO,,
26173,26173,28128,BLM,NV,NVCCD,Carson City District,,,BIA 14,,Natural,,60,,C,,7/18/1984 0:00,7,17,1984,,,,5679,40.2166,-119.7677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,09f26fb8-d0c2-414b-8dcf-6ec678484042,Washoe,USNVSFC,264482.7102,4455472.582,NO,,
26174,26174,28129,BLM,NV,NVCCD,Carson City District,,,DAYTON,,Natural,,85,,C,,7/18/1984 0:00,7,17,1984,,,,5748,39.2999,-119.4677,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,acf69bdd-a346-47cd-ba48-401484fbdaf3,Lyon,USNVSFC,287209.3619,4352961.054,NO,,
26175,26175,28130,BLM,NV,NVCCD,Carson City District,,,BIA 13,,Natural,,15,,C,,7/18/1984 0:00,7,17,1984,,,,5584,40.0666,-119.701,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,3ace7303-52ac-458a-a8ff-e201b7ce704a,Washoe,USNVSFC,269652.806,4438645.434,NO,,
26176,26176,28131,BLM,NV,NVCCD,Carson City District,,,NAT OUT 3,,Natural,,20,,C,,7/19/1984 0:00,7,18,1984,,,,6257,40.1999,-119.7844,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,ee5c3ae8-7724-4a46-bc27-61445f82a87a,Washoe,USNVSFC,263003.2273,4453663.109,NO,,
26177,26177,28132,BLM,NV,NVCCD,Carson City District,,,PATRICK 2,,Natural,,90,,C,,7/19/1984 0:00,7,18,1984,,,,6198,39.5499,-119.601,slevitt_nifc,2/6/2023 23:37,slevitt_nifc,2/6/2023 23:37,Carson City District,64483cb8-9bd2-455c-8d6e-4dfd9f8b2c7d,Washoe,USNVSFC,276513.9029,4381033.724,NO,,
